backup	backup	raw	*	
ST307	panaroodefault	raw	group_6586	1.67597e-05
ST307	panacota	snippy	KLPN_ST307-4578	0
ST258	roarydefault	raw	group_6685	2.88145e-05
ST307	panaroo	raw	group_676	2.79994e-05
ST307	roarydefault	raw	nuoI	0
ST258	roarydefault	snippy	group_5789	2.06219e-05
ST307	panacota	raw	KLPN_ST307-4565	5.43979e-05
ST258	panaroo	raw	group_3724	2.96763e-05
ST258	panaroo	snippy	group_3613	3.84663e-05
ST258	panacota	raw	KLPN_ST258-175	2.53968e-06
ST307	roarydefault	snippy	nudF	9.64978e-06
ST307	panaroodefault	snippy	group_6516	0
ST258	panacota	snippy	KLPN_ST258-16991	7.7845e-06
ST307	panaroodefault	raw	group_6587	1.68324e-05
ST258	panaroodefault	snippy	group_3458	2.66723e-06
ST307	panaroo	snippy	group_6646	0
ST307	panaroo	raw	group_6770	3.18222e-05
ST307	panacota	snippy	KLPN_ST307-4582	9.25755e-06
ST307	roarydefault	raw	nuoJ	1.12184e-05
ST258	panaroodefault	raw	group_3398	7.82644e-06
ST307	panacota	raw	KLPN_ST307-4566	1.08344e-05
ST307	roarydefault	snippy	nudG	0
ST258	roarydefault	raw	group_6688	2.76545e-05
ST307	panaroodefault	snippy	group_6517	1.95043e-05
ST307	panaroo	snippy	group_6658	0
ST258	panacota	raw	KLPN_ST258-17621	0.000206451
ST258	panaroo	raw	group_3725	0
ST307	panaroodefault	raw	group_658	0
ST258	roarydefault	snippy	group_5878	1.85959e-06
ST307	roarydefault	raw	nuoK	0
ST307	panaroo	raw	group_6771	4.57515e-06
ST258	panaroo	snippy	group_361	7.02911e-06
ST307	panacota	snippy	KLPN_ST307-4583	0
ST307	roarydefault	snippy	nudI	0
ST307	panacota	raw	KLPN_ST307-4567	1.77257e-06
ST258	panacota	snippy	KLPN_ST258-16992	7.03585e-06
ST307	panaroodefault	snippy	group_6518	1.49704e-05
ST258	panaroodefault	raw	group_3399	0.000122468
ST258	panaroodefault	snippy	group_3459	3.4616e-05
ST307	panaroo	snippy	group_6659	0
ST258	roarydefault	raw	group_6690	2.49775e-05
ST307	panaroo	raw	group_6772	1.37302e-05
ST307	roarydefault	raw	nuoL	2.28584e-06
ST307	panaroodefault	raw	group_6591	4.0207e-06
ST307	panacota	snippy	KLPN_ST307-4584	3.1755e-05
ST307	roarydefault	snippy	nudJ	4.35657e-06
ST307	panacota	raw	KLPN_ST307-4568	4.44623e-05
ST258	panaroo	raw	group_3726	2.42617e-05
ST307	panaroodefault	snippy	group_6519	7.57855e-06
ST258	panacota	raw	KLPN_ST258-17622	0.000352739
ST258	roarydefault	snippy	group_5882	2.58222e-05
ST258	panaroo	snippy	group_3623	0
ST307	panaroo	snippy	group_665	0
ST307	roarydefault	raw	nuoM	2.27694e-05
ST307	panaroo	raw	group_6773	0
ST307	panaroodefault	raw	group_6592	4.01652e-06
ST307	panacota	snippy	KLPN_ST307-4585	3.0717e-05
ST307	panacota	raw	KLPN_ST307-4569	2.79985e-06
ST258	panacota	snippy	KLPN_ST258-16993	0.000125149
ST307	roarydefault	snippy	nudK_1	9.50287e-06
ST258	roarydefault	raw	group_6727	3.04261e-05
ST258	panaroodefault	snippy	group_3460	2.39239e-05
ST307	panaroodefault	snippy	group_651	1.54629e-05
ST258	panaroodefault	raw	group_339	8.53128e-06
ST307	panaroo	snippy	group_6660	0
ST307	roarydefault	raw	nuoN	4.26153e-06
ST307	panaroo	raw	group_6774	0
ST307	panaroodefault	raw	group_6593	6.38984e-05
ST307	panacota	snippy	KLPN_ST307-4586	8.6907e-05
ST258	roarydefault	snippy	group_5893	5.82339e-06
ST258	panaroo	raw	group_3727	8.11101e-06
ST258	panaroo	snippy	group_3624	7.81186e-06
ST307	roarydefault	snippy	nudK_2	3.44645e-06
ST307	panaroodefault	snippy	group_6521	2.7796e-06
ST307	panacota	raw	KLPN_ST307-4572	1.48723e-05
ST258	roarydefault	raw	group_6731	0
ST307	panaroodefault	raw	group_6594	0
ST258	panacota	snippy	KLPN_ST258-16994	1.40399e-05
ST258	panacota	raw	KLPN_ST258-17632	5.55555e-06
ST307	panacota	snippy	KLPN_ST307-4587	0
ST307	panaroo	raw	group_6775	0
ST307	roarydefault	raw	nupC_1	2.3757e-05
ST307	panaroo	snippy	group_6661	4.32748e-06
ST258	panaroodefault	snippy	group_3461	1.06818e-05
ST258	panaroodefault	raw	group_3400	2.61021e-06
ST258	roarydefault	snippy	group_6001	6.3806e-06
ST307	roarydefault	snippy	nudL	0.000200231
ST307	panaroodefault	snippy	group_6523	0
ST258	panaroo	raw	group_3728	0.000282086
ST307	panacota	raw	KLPN_ST307-4573	9.41084e-06
ST307	panaroodefault	raw	group_6595	2.40493e-05
ST307	panaroo	raw	group_6778	0.000139593
ST258	panaroo	snippy	group_3625	0.00011664
ST307	panaroo	snippy	group_6662	0
ST307	panacota	snippy	KLPN_ST307-4588	0
ST307	roarydefault	raw	nupG	6.60924e-06
ST258	roarydefault	raw	group_6733	2.78717e-06
ST258	panacota	raw	KLPN_ST258-17633	8.07759e-06
ST307	roarydefault	snippy	nuoB	3.01327e-05
ST307	panaroodefault	snippy	group_6530	3.94921e-06
ST258	panacota	snippy	KLPN_ST258-16995	9.13448e-06
ST307	panaroo	raw	group_677	0
ST307	panaroodefault	raw	group_6596	0
ST258	panaroodefault	snippy	group_3462	8.01875e-06
ST307	panacota	raw	KLPN_ST307-4574	3.87028e-06
ST258	panaroodefault	raw	group_3401	1.82088e-05
ST307	panaroo	snippy	group_6663	1.28459e-05
ST307	roarydefault	raw	nupX	3.14138e-06
ST307	panacota	snippy	KLPN_ST307-4589	0
ST258	roarydefault	snippy	group_6055	1.51477e-06
ST258	panaroo	raw	group_372	8.28433e-06
ST307	roarydefault	snippy	nuoC	1.90382e-05
ST307	panaroo	raw	group_6788	1.43777e-05
ST307	panaroodefault	raw	group_6597	0
ST258	roarydefault	raw	group_6764	0.000105853
ST258	panaroo	snippy	group_3626	2.60812e-06
ST258	panacota	raw	KLPN_ST258-17635	6.02801e-06
ST307	panaroodefault	snippy	group_6536	3.93136e-06
ST307	panacota	raw	KLPN_ST307-4575	2.85623e-05
ST307	roarydefault	raw	nusA	0
ST307	panaroo	snippy	group_6664	1.30871e-05
ST307	panacota	snippy	KLPN_ST307-4590	0
ST258	panacota	snippy	KLPN_ST258-16996	9.31166e-06
ST258	panaroodefault	snippy	group_3463	2.67365e-06
ST307	panaroo	raw	group_6795	9.20173e-06
ST307	roarydefault	snippy	nuoE	0
ST258	panaroodefault	raw	group_340	6.10041e-06
ST307	panaroodefault	raw	group_659	4.31778e-06
ST307	panacota	raw	KLPN_ST307-4576	0
ST307	panaroo	snippy	group_6666	0
ST258	panaroo	raw	group_3739	1.0867e-05
ST258	roarydefault	snippy	group_6080	1.07357e-05
ST307	panaroodefault	snippy	group_6537	3.79419e-05
ST307	roarydefault	raw	nusB	4.9295e-06
ST307	panaroo	raw	group_6796	4.60563e-06
ST258	panaroo	snippy	group_3627	1.55862e-05
ST307	panacota	snippy	KLPN_ST307-4591	6.2955e-06
ST307	roarydefault	snippy	nuoF	1.66608e-05
ST258	roarydefault	raw	group_6772	0.000733887
ST258	panacota	raw	KLPN_ST258-17636	9.71345e-06
ST307	panaroodefault	raw	group_6612	1.61267e-05
ST307	panacota	raw	KLPN_ST307-4577	2.76753e-05
ST307	panaroo	snippy	group_6679	8.50787e-06
ST258	panaroodefault	raw	group_3415	1.3151e-05
ST307	panaroodefault	snippy	group_6538	0.000336345
ST307	roarydefault	raw	nusG	0
ST258	panaroodefault	snippy	group_3466	0.00029057
ST258	panacota	snippy	KLPN_ST258-16997	1.03962e-05
ST307	panaroo	raw	group_6797	9.23999e-06
ST307	panacota	snippy	KLPN_ST307-4592	8.46655e-06
ST307	roarydefault	snippy	nuoG	3.3753e-05
ST258	panaroo	raw	group_3747	2.73504e-06
ST307	panaroodefault	raw	group_6613	0.000406449
ST258	roarydefault	snippy	group_6100	1.41651e-05
ST258	panaroo	snippy	group_3641	1.30501e-05
ST307	panacota	raw	KLPN_ST307-4578	0
ST307	panaroo	snippy	group_667	6.59881e-05
ST258	roarydefault	raw	group_6774	0.000121141
ST258	panacota	raw	KLPN_ST258-17637	8.48305e-06
ST307	panaroodefault	snippy	group_6539	0
ST307	panaroo	raw	group_6798	0
ST307	roarydefault	raw	nylB	1.21639e-05
ST307	panacota	snippy	KLPN_ST307-4593	0
ST307	roarydefault	snippy	nuoH	2.10819e-06
ST307	panaroodefault	raw	group_6614	0
ST258	panaroodefault	snippy	group_3467	8.00384e-06
ST258	panaroodefault	raw	group_3416	1.57342e-05
ST258	panacota	snippy	KLPN_ST258-16999	3.90801e-06
ST307	panaroo	snippy	group_6680	4.40559e-06
ST307	panacota	raw	KLPN_ST307-4582	2.52395e-05
ST307	panaroodefault	snippy	group_653	1.41995e-06
ST307	panaroo	raw	group_6799	4.62962e-06
ST258	panaroo	snippy	group_3642	7.85454e-06
ST307	panacota	snippy	KLPN_ST307-4594	1.55972e-05
ST258	panaroo	raw	group_3748	2.73067e-06
ST307	roarydefault	raw	obgE	0.000281191
ST258	roarydefault	snippy	group_6104	1.78736e-05
ST307	roarydefault	snippy	nuoI	0
ST258	roarydefault	raw	group_6795	6.76547e-06
ST307	panaroodefault	raw	group_6615	8.08007e-06
ST258	panacota	raw	KLPN_ST258-17638	4.20285e-06
ST307	panaroo	snippy	group_6681	4.14914e-06
ST307	panacota	raw	KLPN_ST307-4583	0
ST307	panaroo	raw	group_679	9.29274e-06
ST307	panaroodefault	snippy	group_6541	1.85071e-05
ST307	roarydefault	raw	occP	0
ST307	panacota	snippy	KLPN_ST307-4595	2.83078e-06
ST258	panaroodefault	raw	group_3417	0
ST258	panaroodefault	snippy	group_3481	1.34014e-05
ST258	panacota	snippy	KLPN_ST258-169	9.8014e-06
ST307	roarydefault	snippy	nuoJ	1.10175e-05
ST307	panaroodefault	raw	group_661	1.44077e-06
ST258	panaroo	raw	group_3749	2.99937e-05
ST307	panaroo	snippy	group_6682	4.40101e-06
ST258	panaroo	snippy	group_3643	0
ST258	roarydefault	raw	group_6799	8.3907e-05
ST307	panaroo	raw	group_67	1.2404e-05
ST307	panacota	raw	KLPN_ST307-4584	3.43176e-05
ST307	panaroodefault	snippy	group_6550	0
ST258	roarydefault	snippy	group_6127	6.70422e-06
ST307	panacota	snippy	KLPN_ST307-4596	6.6132e-06
ST307	roarydefault	raw	occR	0
ST258	panacota	raw	KLPN_ST258-17639	2.34293e-06
ST307	roarydefault	snippy	nuoK	0
ST307	panaroo	snippy	group_6683	4.40559e-06
ST307	panaroodefault	raw	group_6629	3.65278e-05
ST258	panaroodefault	raw	group_3427	3.42285e-05
ST258	panaroodefault	snippy	group_3482	2.13941e-05
ST307	panaroo	raw	group_680	4.57513e-06
ST307	panacota	raw	KLPN_ST307-4585	4.03759e-05
ST258	panacota	snippy	KLPN_ST258-17001	4.18942e-06
ST307	panaroodefault	snippy	group_6551	3.95396e-06
ST307	roarydefault	raw	ogl	0
ST258	panaroo	raw	group_3750	1.09139e-05
ST307	roarydefault	snippy	nuoL	2.23518e-06
ST307	panacota	snippy	KLPN_ST307-4597	1.6384e-05
ST258	roarydefault	raw	group_6801	1.06073e-05
ST258	panaroo	snippy	group_3656	3.14831e-05
ST258	roarydefault	snippy	group_6130	0
ST307	panaroodefault	raw	group_6630	1.62213e-05
ST307	panaroo	raw	group_6811	9.27311e-06
ST307	panaroo	snippy	group_6684	8.79287e-06
ST258	panacota	raw	KLPN_ST258-17640	3.88189e-06
ST307	roarydefault	raw	ogt	3.32784e-05
ST307	panaroodefault	snippy	group_6552	3.93343e-06
ST307	panacota	raw	KLPN_ST307-4586	9.16865e-05
ST307	panacota	snippy	KLPN_ST307-4599	4.19586e-06
ST307	roarydefault	snippy	nuoM	1.88537e-05
ST258	panaroodefault	snippy	group_3483	1.07228e-05
ST258	panaroodefault	raw	group_3428	0
ST258	panacota	snippy	KLPN_ST258-17062	0
ST307	panaroo	raw	group_6812	0
ST307	panaroodefault	raw	group_6631	4.05958e-06
ST307	panaroo	snippy	group_6698	4.37872e-06
ST307	roarydefault	raw	oleD	4.08784e-06
ST258	panaroo	raw	group_3752	3.53785e-05
ST307	panaroodefault	snippy	group_6553	0
ST307	panacota	raw	KLPN_ST307-4587	0
ST258	roarydefault	raw	group_6816	1.88208e-05
ST258	panaroo	snippy	group_3657	0
ST307	roarydefault	snippy	nuoN	2.82241e-06
ST258	roarydefault	snippy	group_6131	1.00515e-05
ST307	panacota	snippy	KLPN_ST307-4600	2.15227e-06
ST258	panacota	raw	KLPN_ST258-17641	0.000287426
ST307	roarydefault	raw	ompA_1	1.28711e-05
ST307	panaroo	raw	group_6813	0
ST307	panaroodefault	raw	group_6632	0
ST307	panaroo	snippy	group_6699	8.64681e-06
ST258	panaroodefault	snippy	group_3484	2.72745e-06
ST258	panaroodefault	raw	group_3429	2.10673e-05
ST307	panaroodefault	snippy	group_6554	1.18208e-05
ST307	panacota	raw	KLPN_ST307-4588	0
ST307	roarydefault	snippy	nupC_1	6.70078e-06
ST258	panacota	snippy	KLPN_ST258-17071	0
ST307	panacota	snippy	KLPN_ST307-4601	0
ST258	panaroo	raw	group_3764	2.74474e-06
ST307	roarydefault	raw	ompA_2	1.21753e-06
ST258	roarydefault	raw	group_6822	3.34894e-06
ST307	panaroodefault	raw	group_6633	1.21829e-05
ST307	panaroo	raw	group_6814	4.63655e-06
ST258	panaroo	snippy	group_3658	2.10463e-05
ST307	panaroo	snippy	group_669	3.47513e-06
ST307	panaroodefault	snippy	group_6572	2.34933e-05
ST258	panacota	raw	KLPN_ST258-17642	2.34055e-05
ST258	roarydefault	snippy	group_6153	9.46419e-06
ST307	panacota	raw	KLPN_ST307-4589	0
ST307	roarydefault	snippy	nupG	4.93429e-06
ST307	panacota	snippy	KLPN_ST307-4602	1.03587e-05
ST258	panaroodefault	raw	group_342	1.49769e-05
ST307	roarydefault	raw	ompA_3	5.66854e-06
ST307	panaroo	raw	group_6815	1.39384e-05
ST258	panaroodefault	snippy	group_3485	0.000757497
ST307	panaroodefault	raw	group_6635	4.05958e-06
ST307	panaroo	snippy	group_6700	0
ST307	panaroodefault	snippy	group_6573	0
ST258	panacota	snippy	KLPN_ST258-17099	0.000933648
ST307	roarydefault	snippy	nupX	1.60158e-06
ST307	panacota	raw	KLPN_ST307-4590	0
ST258	roarydefault	raw	group_6824	0.000140052
ST258	panaroo	raw	group_3765	0.00292025
ST258	panaroo	snippy	group_3659	5.25945e-06
ST307	panacota	snippy	KLPN_ST307-4603	0
ST307	roarydefault	raw	ompA_4	6.10065e-05
ST307	panaroo	raw	group_6816	4.75987e-06
ST258	roarydefault	snippy	group_6155	1.79749e-06
ST307	panaroodefault	raw	group_6646	2.82563e-06
ST258	panacota	raw	KLPN_ST258-17643	2.97835e-05
ST307	panaroo	snippy	group_6701	8.80353e-06
ST307	panacota	raw	KLPN_ST307-4591	1.03832e-05
ST307	panaroodefault	snippy	group_6575	0
ST258	panaroodefault	raw	group_3430	7.91448e-06
ST307	roarydefault	snippy	nusA	0
ST258	panaroodefault	snippy	group_3494	2.7008e-06
ST307	panacota	snippy	KLPN_ST307-4604	9.87448e-06
ST307	roarydefault	raw	ompC	0.000223426
ST258	panacota	snippy	KLPN_ST258-170	1.25227e-05
ST307	panaroo	raw	group_681	0
ST258	roarydefault	raw	group_6828	7.9955e-06
ST307	panaroodefault	raw	group_6649	4.09209e-06
ST307	panaroo	snippy	group_6702	1.32191e-05
ST258	panaroo	raw	group_3766	2.74474e-06
ST258	panaroo	snippy	group_365	2.15408e-06
ST307	roarydefault	snippy	nusB	4.90909e-06
ST307	panaroodefault	snippy	group_6580	0
ST258	panacota	raw	KLPN_ST258-17644	2.26351e-06
ST307	panacota	raw	KLPN_ST307-4592	0.000111441
ST258	panaroodefault	raw	group_3431	2.39217e-05
ST258	roarydefault	snippy	group_6161	0.00294782
ST307	panaroo	raw	group_6824	4.1877e-05
ST307	panacota	snippy	KLPN_ST307-4605	8.0996e-06
ST307	roarydefault	raw	ompN_1	2.83888e-05
ST258	panaroodefault	snippy	group_3495	2.95166e-05
ST307	panaroo	snippy	group_670	0
ST307	panaroodefault	raw	group_6650	3.26179e-05
ST307	roarydefault	snippy	nusG	0
ST258	roarydefault	raw	group_6831	6.82862e-05
ST307	panaroodefault	snippy	group_6586	1.37366e-05
ST258	panacota	snippy	KLPN_ST258-17128	1.45893e-05
ST258	panaroo	raw	group_3767	1.09658e-05
ST307	panacota	raw	KLPN_ST307-4593	0
ST258	panaroo	snippy	group_3660	2.62737e-05
ST307	panaroo	raw	group_6825	0
ST307	panacota	snippy	KLPN_ST307-4606	0
ST307	roarydefault	raw	ompN_2	9.25922e-06
ST258	panacota	raw	KLPN_ST258-17645	5.68208e-05
ST307	panaroo	snippy	group_6713	0
ST307	roarydefault	snippy	nylB	1.26714e-05
ST258	roarydefault	snippy	group_6176	8.46235e-05
ST307	panaroodefault	raw	group_6651	0
ST258	panaroodefault	raw	group_3432	2.36359e-05
ST307	panaroodefault	snippy	group_6587	1.67482e-05
ST258	panaroodefault	snippy	group_3496	0
ST307	panacota	raw	KLPN_ST307-4594	1.57498e-05
ST307	panaroo	raw	group_6826	2.8114e-05
ST258	roarydefault	raw	group_6882	2.24088e-05
ST307	roarydefault	raw	ompR_1	8.41117e-06
ST307	panacota	snippy	KLPN_ST307-4607	2.60986e-05
ST307	panaroo	snippy	group_6714	2.68632e-05
ST258	panaroo	raw	group_3768	2.74474e-06
ST258	panacota	snippy	KLPN_ST258-17130	0.000160907
ST307	roarydefault	snippy	obgE	0.000279855
ST258	panaroo	snippy	group_3661	2.06905e-05
ST307	panaroodefault	raw	group_6652	0
ST307	panaroodefault	snippy	group_658	0
ST307	panacota	raw	KLPN_ST307-4595	1.44513e-05
ST258	panacota	raw	KLPN_ST258-17646	2.60148e-06
ST307	panaroo	raw	group_6827	0
ST307	roarydefault	raw	ompR_3	1.70396e-05
ST307	panacota	snippy	KLPN_ST307-4608	0
ST258	roarydefault	snippy	group_6186	3.56514e-06
ST258	panaroodefault	raw	group_3433	0
ST258	panaroodefault	snippy	group_3497	1.61443e-05
ST307	panaroo	snippy	group_6715	0
ST307	roarydefault	snippy	occP	0
ST258	roarydefault	raw	group_6932	3.3943e-06
ST307	panaroodefault	raw	group_6653	0.00020216
ST307	panaroodefault	snippy	group_6591	4.01653e-06
ST307	panacota	raw	KLPN_ST307-4596	3.38523e-06
ST307	panaroo	raw	group_6828	9.39415e-06
ST258	panaroo	raw	group_3773	1.10227e-05
ST307	roarydefault	raw	ompW	1.29401e-05
ST258	panacota	snippy	KLPN_ST258-17136	6.74639e-05
ST307	panacota	snippy	KLPN_ST307-4609	0
ST307	roarydefault	snippy	occR	0
ST307	panaroo	snippy	group_6716	0.000121452
ST258	panaroo	snippy	group_3662	0
ST258	panacota	raw	KLPN_ST258-17647	1.80469e-06
ST307	panaroodefault	raw	group_6654	0
ST307	panaroodefault	snippy	group_6592	3.96254e-06
ST307	panaroo	raw	group_6829	1.86424e-05
ST307	panacota	raw	KLPN_ST307-4597	1.67301e-05
ST307	roarydefault	raw	ompX	1.61267e-05
ST258	roarydefault	snippy	group_6190	6.05755e-06
ST258	panaroodefault	raw	group_3434	0
ST258	roarydefault	raw	group_6934	6.76347e-06
ST307	roarydefault	snippy	ogl	0
ST258	panaroodefault	snippy	group_3498	8.08512e-06
ST307	panaroo	snippy	group_6717	0
ST307	panacota	snippy	KLPN_ST307-4610	8.06116e-05
ST258	panaroo	raw	group_3774	5.51795e-06
ST307	panaroo	raw	group_682	2.02202e-05
ST307	panaroodefault	snippy	group_6593	4.15111e-05
ST307	panaroodefault	raw	group_6672	8.86745e-05
ST258	panacota	snippy	KLPN_ST258-17138	0.0017755
ST307	roarydefault	raw	opd	0
ST307	roarydefault	snippy	ogt	2.77502e-05
ST307	panacota	snippy	KLPN_ST307-4611	4.00964e-06
ST307	panaroo	snippy	group_6718	4.44425e-06
ST258	panaroo	snippy	group_3663	0
ST258	roarydefault	snippy	group_6209	0
ST258	panacota	raw	KLPN_ST258-17648	3.24917e-05
ST307	panaroo	raw	group_6830	0.000113788
ST307	panaroodefault	snippy	group_6594	0
ST307	panacota	raw	KLPN_ST307-4599	7.08293e-06
ST258	panaroodefault	snippy	group_3499	0.000280772
ST307	panaroodefault	raw	group_6673	1.64743e-05
ST258	panaroodefault	raw	group_3441	2.65127e-06
ST307	roarydefault	raw	opgE	0
ST307	roarydefault	snippy	oleD	4.04125e-06
ST258	roarydefault	raw	group_6938	1.94668e-05
ST258	panaroo	raw	group_3775	2.47799e-05
ST307	panacota	snippy	KLPN_ST307-4612	3.11747e-06
ST307	panaroo	snippy	group_671	0
ST307	panaroo	raw	group_683	1.62497e-05
ST307	panaroodefault	snippy	group_6595	1.96756e-05
ST307	panaroodefault	raw	group_6674	0
ST307	panacota	raw	KLPN_ST307-4600	2.17931e-06
ST258	panacota	snippy	KLPN_ST258-171	4.77305e-06
ST258	panaroo	snippy	group_3671	0
ST258	roarydefault	snippy	group_6212	2.14195e-06
ST307	roarydefault	snippy	ompA_1	9.52982e-07
ST307	roarydefault	raw	oppA_1	0.000142004
ST307	panaroo	snippy	group_672	1.55578e-06
ST258	panacota	raw	KLPN_ST258-17649	1.28205e-06
ST258	panaroodefault	snippy	group_3508	8.1372e-06
ST307	panaroo	raw	group_6845	0
ST307	panacota	snippy	KLPN_ST307-4613	1.42057e-05
ST258	roarydefault	raw	group_6967	0.0002147
ST258	panaroodefault	raw	group_3446	3.70513e-05
ST307	panacota	raw	KLPN_ST307-4601	0
ST307	panaroodefault	snippy	group_6596	0
ST307	panaroodefault	raw	group_6675	0
ST258	panaroo	raw	group_3788	2.77334e-06
ST307	roarydefault	raw	oppA_2	1.2538e-06
ST307	roarydefault	snippy	ompA_2	1.17351e-06
ST307	panaroo	snippy	group_6735	0
ST258	panacota	snippy	KLPN_ST258-17233	0
ST307	panaroo	raw	group_6846	4.69962e-06
ST307	panacota	snippy	KLPN_ST307-4614	0
ST258	panaroo	snippy	group_3676	3.69308e-05
ST258	roarydefault	snippy	group_6271	4.54476e-06
ST307	panacota	raw	KLPN_ST307-4602	1.77868e-05
ST307	panaroodefault	raw	group_6676	4.10793e-06
ST307	panaroodefault	snippy	group_6597	0
ST258	panacota	raw	KLPN_ST258-17650	3.25869e-05
ST307	roarydefault	raw	oppB	2.01635e-05
ST307	roarydefault	snippy	ompA_3	5.53927e-06
ST258	roarydefault	raw	group_7161	1.07706e-05
ST307	panaroo	snippy	group_6736	8.81587e-06
ST258	panaroodefault	snippy	group_350	0.000143055
ST258	panaroo	raw	group_3789	5.54667e-06
ST258	panaroodefault	raw	group_3447	0
ST307	panaroo	raw	group_6847	9.42856e-06
ST307	panacota	snippy	KLPN_ST307-4615	0
ST307	panaroodefault	raw	group_6677	4.1293e-06
ST307	panaroodefault	snippy	group_659	4.29546e-06
ST307	roarydefault	raw	oppC	5.26042e-05
ST307	panacota	raw	KLPN_ST307-4603	0
ST307	roarydefault	snippy	ompA_4	5.81431e-05
ST258	panacota	snippy	KLPN_ST258-17245	2.8003e-05
ST307	panaroo	snippy	group_6737	4.03345e-05
ST258	panaroo	snippy	group_3677	0
ST307	panaroo	raw	group_6848	0
ST258	roarydefault	snippy	group_6277	4.2338e-05
ST307	panacota	snippy	KLPN_ST307-4617	9.51797e-06
ST258	roarydefault	raw	group_7241	3.9422e-06
ST307	panaroodefault	raw	group_6678	4.48037e-05
ST258	panacota	raw	KLPN_ST258-17651	2.38095e-06
ST307	roarydefault	raw	oppD_1	4.09208e-06
ST307	roarydefault	snippy	ompC	0.000157897
ST307	panaroodefault	snippy	group_6612	1.5993e-05
ST258	panaroodefault	snippy	group_3515	2.72195e-06
ST307	panacota	raw	KLPN_ST307-4604	1.01211e-05
ST307	panaroo	snippy	group_6738	0
ST258	panaroo	raw	group_3790	5.54667e-06
ST258	panaroodefault	raw	group_3448	3.16678e-05
ST307	panaroo	raw	group_6849	4.69476e-06
ST307	panacota	snippy	KLPN_ST307-4619	7.99312e-06
ST307	panaroodefault	raw	group_6689	0
ST258	panacota	snippy	KLPN_ST258-172	1.29597e-05
ST307	roarydefault	raw	oppD_2	0
ST258	panaroo	snippy	group_3678	3.16172e-05
ST307	panacota	raw	KLPN_ST307-4605	1.39178e-05
ST258	roarydefault	raw	group_7275	4.47613e-06
ST307	panaroo	snippy	group_6739	0
ST307	panaroodefault	snippy	group_6613	0.000395552
ST258	roarydefault	snippy	group_6289	9.06909e-06
ST307	roarydefault	snippy	ompN_1	2.62109e-05
ST307	panaroo	raw	group_684	3.29076e-06
ST258	panacota	raw	KLPN_ST258-17652	1.05028e-05
ST258	panaroodefault	raw	group_3449	8.0732e-06
ST258	panaroodefault	snippy	group_3516	2.72413e-06
ST258	panaroo	raw	group_3799	0
ST307	panacota	snippy	KLPN_ST307-4620	1.48262e-05
ST307	panaroodefault	raw	group_6690	0
ST307	roarydefault	raw	oppF_1	1.00336e-05
ST307	panaroo	snippy	group_6740	2.69146e-05
ST307	panaroodefault	snippy	group_6614	0
ST307	panacota	raw	KLPN_ST307-4606	0
ST307	roarydefault	snippy	ompN_2	1.07509e-05
ST307	panaroo	raw	group_6850	0
ST258	roarydefault	raw	group_7310	3.29518e-05
ST258	panacota	snippy	KLPN_ST258-17321	1.6348e-05
ST258	panaroo	snippy	group_3679	7.95847e-06
ST307	roarydefault	raw	oppF_2	4.08361e-06
ST307	panacota	snippy	KLPN_ST307-4622	0
ST307	panaroodefault	raw	group_6691	4.15835e-06
ST307	panaroo	snippy	group_6741	0
ST258	roarydefault	snippy	group_6293	0.000595318
ST307	roarydefault	snippy	ompR_1	0
ST307	panaroodefault	snippy	group_6615	7.98816e-06
ST258	panaroo	raw	group_3812	5.60508e-06
ST307	panacota	raw	KLPN_ST307-4607	2.84377e-05
ST307	panaroo	raw	group_6851	0
ST258	panacota	raw	KLPN_ST258-17653	0.000323585
ST258	panaroodefault	raw	group_3457	2.67578e-06
ST258	panaroodefault	snippy	group_3517	2.99654e-05
ST307	panaroo	snippy	group_6742	0
ST258	roarydefault	raw	group_7321	7.72948e-06
ST307	panaroodefault	raw	group_6692	4.54764e-05
ST307	panacota	snippy	KLPN_ST307-4631	1.03672e-05
ST307	roarydefault	raw	oprB	5.30395e-05
ST307	roarydefault	snippy	ompR_3	1.6511e-05
ST307	panaroodefault	snippy	group_661	0
ST258	panaroo	snippy	group_3688	2.66937e-06
ST307	panacota	raw	KLPN_ST307-4608	0
ST258	panacota	snippy	KLPN_ST258-17322	0
ST307	panaroo	raw	group_6852	0
ST258	roarydefault	snippy	group_6294	1.0607e-05
ST307	roarydefault	raw	oprM_1	1.20615e-05
ST258	panaroo	raw	group_3813	0
ST307	panaroodefault	raw	group_6696	1.97664e-05
ST307	roarydefault	snippy	ompW	9.66987e-06
ST307	panaroo	snippy	group_6743	2.60834e-05
ST307	panaroodefault	snippy	group_6629	3.59353e-05
ST258	panacota	raw	KLPN_ST258-17654	1.00682e-05
ST258	panaroodefault	raw	group_3458	5.35156e-06
ST258	roarydefault	raw	group_7335	3.98374e-06
ST307	panacota	raw	KLPN_ST307-4609	4.68856e-06
ST307	panacota	snippy	KLPN_ST307-4632	1.24991e-06
ST258	panaroodefault	snippy	group_3518	1.09009e-05
ST258	panaroo	snippy	group_3689	2.66723e-06
ST307	roarydefault	raw	oprM_2	6.44758e-06
ST307	panaroo	snippy	group_6745	4.44062e-06
ST307	panaroodefault	raw	group_6711	0
ST307	roarydefault	snippy	ompX	1.5993e-05
ST307	panaroodefault	snippy	group_6630	1.60702e-05
ST307	panaroo	raw	group_685	9.29229e-06
